g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,goal_id,brain_type_id,assr,thalamic_gate,cet,phys_gate,score
0.846047,1.000000,5.000000,6.000000,0.499685,1.000000,1.000000,4.000000,4.298356,0.254415,1.758476,0.778603,0.243062,0.000000,0.000000,0.000000,0.098318,0.000000,0.000000,0.131658,0.000000,0.000000,0.000000,0.000000,0.000000,2.048425,0.500000,0.000000,0.026628,1.000000,5.000000,-3.166577,-0.521870,3.009782,0.891724,0.258350,0.000000,1.912236,0.041975,0.000000,1.000000,0.000000,0.018160,0.073586,0.000000,0.000000,0.155736,0.327007,0.500000,2.015628,0.000000,0.276828,0.000000,0.000000,0.517726,-0.723324,1.716657,0.090065,0.000000,1.000000,2.345639,0.000000,0.048531,1.000000,0.395300,0.005498,0.094845,1.000000,0.714613,0.482176,0.735598,0.500000,1.512872,0.160556,0.000000,0.000000,0.000000,-0.076363,0.377854,-1.333900,0.000000,0.086060,1.000000,7.059469,0.004589,0.045041,0.000000,2.524267,0.072940,0.000000,0.000000,1.043650,0.000000,1.145453,1.469181,1.535743,0.000000,0.000000,0.000000,0.000000,1.786183,-0.802180,1.418532,0.068582,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.126417,0.105276,0.056087,1.000000,0.000000,0.000000,0.000000,0.697377,2.456921,0.000000,0.022953,0.000000,0.000000,-0.499047,-0.265699,-0.564618,0.043315,0.061757,0.000000,2.527895,0.089588,0.070720,0.000000,0.000000,0.000000,0.079740,1.000000,0.000000,0.780369,0.107018,0.614484,2.773352,0.083521,0.049210,0.000000,1.000000,0.686444,-0.041551,0.529629,0.000000,0.045059,0.000000,4.027964,0.186935,0.000000,0.000000,1.697260,0.032888,0.106801,1.000000,0.647626,0.502997,0.338416,0.500000,0.500000,0.128766,0.000000,0.000000,0.000000,-1.075920,-0.741584,-1.418844,0.060549,0.101558,0.000000,0.000000,0.000000,0.079756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.223074,1.289415,1.807623,0.109876,0.018225,6,0,1,1,0,0,0.432201
0.809028,1.000000,5.000000,6.000000,0.509276,0.000000,1.000000,6.000000,4.128187,0.295844,1.292665,0.651882,0.148707,1.000000,0.000000,0.000000,0.060335,1.000000,2.464912,0.005179,0.000000,1.000000,0.859618,0.000000,0.556113,0.836657,1.714852,0.027763,0.000000,1.000000,6.000000,-0.509776,-0.398203,4.655982,0.629743,0.060753,1.000000,1.691323,0.000000,0.000000,0.000000,1.470088,0.000000,0.000000,0.000000,0.000000,0.158216,0.322419,1.127412,1.113435,0.041947,0.090570,0.000000,0.000000,-0.080723,-0.167011,1.447610,0.052151,0.000000,1.000000,0.494501,0.083442,0.079952,0.000000,0.000000,0.087515,0.000000,0.000000,0.248454,0.234814,0.093111,0.622451,0.500000,0.044601,0.130263,0.000000,0.000000,-0.218386,0.219830,-0.507366,0.020453,0.162161,0.000000,7.507120,0.063550,0.000000,0.000000,0.000000,0.000000,0.043632,0.000000,0.552600,0.000000,0.506036,0.500000,1.536029,0.038102,0.000000,0.000000,0.000000,1.279601,-0.217388,1.752877,0.000000,0.059851,0.000000,0.000000,0.000000,0.060484,0.000000,1.944688,0.000000,0.025088,0.000000,0.000000,0.000000,0.000000,1.282626,1.353948,0.077565,0.000000,0.000000,0.000000,1.092389,-0.075672,0.308668,0.071773,0.000000,0.000000,0.000000,0.039985,0.099686,0.000000,3.892513,0.034413,0.041590,1.000000,0.768258,0.000000,0.098662,1.968085,0.500000,0.000000,0.053805,0.000000,1.000000,0.757498,-0.248126,2.792239,0.000000,0.000000,1.000000,2.919286,0.000000,0.009261,0.000000,0.000000,0.025965,0.000000,0.000000,0.000000,0.000000,0.000000,1.589090,1.360082,0.024600,0.041269,0.000000,0.000000,-0.657251,-0.885421,3.857075,0.000000,0.000000,0.000000,2.652718,0.000000,0.013961,0.000000,0.000000,0.032017,0.111197,0.000000,0.000000,0.000000,0.080414,1.268191,1.079712,0.034515,0.056386,6,0,1,1,0,0,0.432044
0.760559,1.000000,4.000000,6.000000,0.801142,2.000000,1.000000,5.000000,0.854667,1.384548,2.513636,0.939975,0.043666,1.000000,1.546577,0.076982,0.100884,1.000000,0.283678,0.000000,0.056880,0.000000,0.468753,0.438673,0.075240,0.500000,1.063636,0.000000,0.036127,1.000000,5.000000,-0.604151,0.382099,2.195372,0.613520,0.000000,0.000000,0.000000,0.000000,0.035628,0.000000,0.896618,0.097044,0.029000,1.000000,0.804345,0.080847,0.000000,0.500000,1.110697,0.192049,0.114003,0.000000,1.000000,1.908439,1.557328,2.528452,0.044581,0.025939,0.000000,4.034146,0.111776,0.028639,0.000000,3.159547,0.017306,0.061832,0.000000,0.661011,0.000000,1.198066,1.429695,0.500000,0.069511,0.023468,0.000000,1.000000,-2.748795,0.247969,2.835882,0.114256,0.040600,1.000000,0.526348,0.072950,0.140952,0.000000,0.000000,0.110189,0.000000,0.000000,0.655155,0.181175,0.065200,0.667881,0.962585,0.019216,0.010544,0.000000,0.000000,2.890830,-0.099106,3.851110,0.166945,0.009950,0.000000,0.000000,0.012806,0.012464,0.000000,3.205047,0.019967,0.071926,0.000000,0.883381,0.428663,1.507623,0.500000,0.500000,0.000000,0.061664,0.000000,0.000000,0.365680,1.228955,1.707474,0.000000,0.000000,0.000000,0.000000,0.228346,0.189337,0.000000,0.010770,0.170542,0.102830,0.000000,0.000000,0.199898,0.000000,1.125213,0.766524,0.143007,0.000000,0.000000,1.000000,0.636418,1.242118,-0.041574,0.167926,0.083969,0.000000,4.195510,0.134528,0.009261,0.000000,0.000000,0.083146,0.023635,0.000000,0.084037,0.000000,0.305702,0.500000,1.664872,0.042848,0.000000,0.000000,1.000000,0.464879,0.002360,2.458538,0.153884,0.030147,0.000000,1.699553,0.023104,0.000000,2.000000,4.537211,0.164000,0.000000,0.000000,0.405877,0.043765,0.256409,1.718718,1.725147,0.000000,0.000000,6,0,1,1,0,0,0.427895
0.860300,1.000000,5.000000,6.000000,0.700948,2.000000,1.000000,6.000000,2.892624,0.349578,1.018624,0.472368,0.092539,1.000000,0.000000,0.000000,0.081138,1.000000,1.754185,0.000000,0.000000,0.000000,0.681155,0.000000,0.000000,0.830779,0.500000,0.000000,0.119532,1.000000,5.000000,0.004548,0.900716,1.356464,0.556201,0.164277,0.000000,1.103028,0.071543,0.000000,0.000000,4.702465,0.000000,0.000000,0.000000,0.424184,0.660605,0.005193,0.905938,0.823170,0.039417,0.069965,0.000000,0.000000,-0.727783,-0.045607,1.706191,0.236247,0.223525,1.000000,1.835572,0.075603,0.000000,0.000000,0.000000,0.072672,0.114080,0.000000,0.310716,0.009289,1.372052,1.780856,2.019663,0.143097,0.177097,0.000000,0.000000,-1.174130,1.234589,1.315681,0.000000,0.019248,0.000000,1.090255,0.062912,0.081521,0.000000,4.835390,0.076255,0.023225,0.000000,0.153877,0.000000,0.413752,1.471504,1.126622,0.011628,0.144012,0.000000,0.000000,1.620034,0.476989,-0.959398,0.049913,0.072793,0.000000,0.000000,0.032386,0.075394,0.000000,1.467480,0.000000,0.050181,0.000000,0.198677,0.000000,0.000000,2.261043,0.728406,0.135770,0.089548,0.000000,0.000000,-0.967349,0.687446,0.936451,0.080935,0.000000,0.000000,7.004486,0.000000,0.000000,0.000000,2.578076,0.134096,0.091014,0.000000,0.000000,0.746064,0.000000,0.653911,1.462734,0.000000,0.000000,0.000000,0.000000,-1.996978,-0.010058,1.363683,0.000000,0.000000,1.000000,0.000000,0.000000,0.091443,0.000000,4.125290,0.043179,0.099848,0.000000,0.000000,0.000000,0.000000,1.202068,1.185304,0.147014,0.146381,0.000000,0.000000,-0.854278,0.744022,0.624703,0.000000,0.000000,0.000000,1.794215,0.000000,0.119480,0.000000,5.755864,0.086939,0.038233,1.000000,0.024340,0.000000,0.117612,2.134643,1.089126,0.000000,0.057592,6,0,1,1,0,0,0.444448
0.872805,1.000000,3.000000,6.000000,0.480463,0.000000,1.000000,6.000000,2.784226,-0.306767,2.083571,0.764886,0.036786,0.000000,0.000000,0.101897,0.000000,0.000000,1.680996,0.118180,0.010927,0.000000,0.447329,0.051143,0.000000,1.237371,1.164569,0.195655,0.000000,1.000000,4.000000,0.364602,-0.976859,2.480168,0.671606,0.137408,0.000000,2.898107,0.016729,0.000000,0.000000,4.039615,0.109928,0.000000,0.000000,0.000000,0.225398,0.000000,0.912770,2.090743,0.015055,0.020696,0.000000,1.000000,0.235998,0.250232,0.313979,0.000000,0.000000,1.000000,2.294086,0.039075,0.063670,0.000000,0.000000,0.069516,0.000000,0.000000,0.309014,0.000000,0.000000,0.500000,0.500000,0.045148,0.103011,0.000000,0.000000,0.575722,-0.217395,-0.567515,0.049850,0.098614,0.000000,0.000000,0.044623,0.051075,0.000000,3.384773,0.039821,0.000000,2.000000,0.000000,0.113320,0.833882,0.957901,0.760163,0.041905,0.000000,0.000000,0.000000,-0.068118,-0.245631,-0.896452,0.000000,0.000000,1.000000,1.205301,0.000000,0.053954,1.000000,0.000000,0.137908,0.003608,0.000000,0.523933,0.000000,0.000000,0.587072,1.261707,0.000000,0.104366,0.000000,0.000000,0.072648,0.389673,1.167215,0.093988,0.043858,0.000000,0.000000,0.091294,0.006674,0.000000,0.000000,0.086982,0.065302,1.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,-1.307694,-0.855500,2.459823,0.102762,0.000000,0.000000,1.285384,0.130542,0.000000,0.000000,0.000000,0.100227,0.118690,0.000000,0.034165,0.007208,0.056513,1.034591,2.069900,0.099437,0.000000,0.000000,0.000000,-1.246329,-0.999107,1.442470,0.000000,0.000000,1.000000,0.711141,0.148416,0.076197,0.000000,4.393040,0.000000,0.000000,1.000000,0.480154,0.000000,0.202551,1.819679,1.155455,0.000000,0.000000,6,0,1,1,0,0,0.414627
0.817864,1.000000,5.000000,6.000000,0.572723,0.000000,1.000000,6.000000,3.269542,-0.251607,1.387810,0.609306,0.227503,0.000000,1.571100,0.024538,0.012282,0.000000,5.261920,0.114973,0.000000,1.000000,0.000000,0.000000,0.580431,0.500000,0.500000,0.121287,0.259675,1.000000,6.000000,-3.862672,-0.251050,-0.044253,0.783113,0.056288,0.000000,5.805421,0.000000,0.000000,0.000000,0.960078,0.000000,0.074855,0.000000,0.000000,0.647106,0.489154,1.160631,0.645183,0.000000,0.000000,0.000000,1.000000,1.198105,-0.693350,1.829631,0.019156,0.000000,1.000000,0.000000,0.000000,0.090081,0.000000,0.000000,0.020577,0.001825,0.000000,0.000000,0.032671,0.437508,0.906501,1.341935,0.000000,0.000000,0.000000,0.000000,-0.190984,0.268064,2.868231,0.000000,0.044287,0.000000,3.249165,0.000000,0.014381,0.000000,0.000000,0.000000,0.076734,0.000000,0.132630,0.514377,0.207380,1.386310,1.584253,0.000000,0.027051,0.000000,0.000000,-1.669459,0.395352,2.741741,0.000000,0.101492,1.000000,0.000000,0.095216,0.000000,0.000000,6.701290,0.042950,0.033460,0.000000,0.204919,0.011931,0.000000,0.500000,1.837658,0.000000,0.000000,0.000000,0.000000,-1.453490,0.162382,1.494592,0.026103,0.067987,1.000000,4.257589,0.000000,0.000000,1.000000,6.248790,0.000000,0.057785,0.000000,0.479531,0.431167,0.650949,0.683439,2.513964,0.155058,0.124179,0.000000,0.000000,-0.072522,-0.011317,2.467794,0.027412,0.094158,0.000000,0.000000,0.043184,0.000000,0.000000,3.997628,0.000000,0.149370,0.000000,0.000000,0.156469,0.324080,0.500000,1.360080,0.190693,0.000000,0.000000,0.000000,-0.355650,0.578167,0.806054,0.195950,0.000000,0.000000,1.825275,0.036675,0.058563,0.000000,0.000000,0.000000,0.056760,0.000000,0.377070,0.643260,0.514922,0.500000,1.482912,0.036576,0.066011,6,0,1,1,0,0,0.439548
0.845644,1.000000,5.000000,4.000000,0.471108,3.000000,1.000000,6.000000,1.436517,0.241914,1.514956,0.562270,0.034227,0.000000,4.044834,0.241811,0.139065,2.000000,0.000000,0.000000,0.209980,0.000000,0.328127,0.377576,0.000000,1.399299,2.685932,0.000000,0.058726,1.000000,5.000000,-1.011829,-0.558896,2.790134,0.744866,0.177641,1.000000,3.532316,0.011765,0.000000,0.000000,2.106221,0.116987,0.019229,1.000000,0.558303,0.660362,0.623458,1.885177,0.637658,0.041933,0.000000,0.000000,1.000000,1.094889,-0.159127,1.584243,0.120967,0.203334,0.000000,0.000000,0.109055,0.137422,0.000000,2.584474,0.000000,0.113989,0.000000,0.000000,0.095297,0.084346,2.231657,1.767073,0.116499,0.000000,0.000000,0.000000,-4.583492,-0.187688,0.233744,0.000000,0.039531,1.000000,3.576543,0.082649,0.098666,2.000000,3.593051,0.120891,0.000000,0.000000,0.300135,0.798534,0.045640,1.319808,0.814381,0.137161,0.000000,0.000000,2.000000,-0.301026,-0.200206,1.126326,0.004192,0.192385,1.000000,4.056488,0.095149,0.049400,1.000000,1.128354,0.000136,0.015955,0.000000,0.063293,0.595772,0.898628,1.708304,0.500000,0.093395,0.090429,0.000000,0.000000,1.961445,-0.228133,1.264870,0.071148,0.000000,1.000000,7.763507,0.024392,0.000000,1.000000,0.000000,0.000000,0.055344,0.000000,0.000000,0.000000,0.461427,0.699749,0.877500,0.000000,0.115448,0.000000,1.000000,-0.035335,0.119856,2.281896,0.084181,0.000000,0.000000,2.736327,0.000000,0.100124,0.000000,0.000000,0.023718,0.040746,0.000000,0.000000,0.150779,0.000000,1.745852,0.563700,0.000000,0.013241,0.000000,0.000000,-1.334268,0.500997,1.622407,0.047590,0.062077,1.000000,1.284076,0.122363,0.000000,0.000000,5.202942,0.084475,0.000000,2.000000,0.000000,0.000000,0.486284,1.229054,0.500000,0.065212,0.116007,6,0,1,1,0,0,0.263257
0.864443,1.000000,5.000000,6.000000,0.524138,1.000000,1.000000,5.000000,0.549446,0.591854,1.929829,0.801350,0.000000,0.000000,0.000000,0.097029,0.004740,1.000000,2.792260,0.092173,0.000000,0.000000,0.000000,0.036921,0.525548,0.500000,0.678294,0.163669,0.067469,1.000000,4.000000,0.180450,0.383943,0.609911,0.885890,0.000000,0.000000,1.575755,0.058574,0.035628,0.000000,4.268835,0.000000,0.000000,0.000000,0.039452,0.000000,0.000000,0.986725,0.500000,0.096024,0.120604,0.000000,1.000000,1.717953,0.060833,3.272357,0.230070,0.000000,0.000000,3.631470,0.000000,0.087309,0.000000,1.309399,0.000000,0.123212,0.000000,0.200142,0.033687,0.000000,0.651078,0.500000,0.126015,0.128917,0.000000,0.000000,0.421937,-0.648687,1.317805,0.097575,0.000000,1.000000,1.995179,0.002664,0.105561,0.000000,1.772289,0.000000,0.000000,2.000000,0.171074,0.260757,0.657249,1.354625,0.500000,0.069074,0.082839,0.000000,0.000000,1.338850,-0.705453,1.370020,0.097924,0.000000,1.000000,0.000000,0.000000,0.053954,1.000000,2.432965,0.078483,0.080242,0.000000,0.000000,0.208900,0.753812,2.168685,1.168500,0.000000,0.135567,0.000000,0.000000,0.374099,-0.313936,0.858668,0.004402,0.043858,0.000000,2.312410,0.120324,0.064347,0.000000,0.000000,0.018292,0.035727,1.000000,0.000000,0.000000,0.000000,0.513983,0.882530,0.044842,0.145175,0.000000,1.000000,-0.791738,-0.294256,1.671209,0.000000,0.088154,0.000000,0.000000,0.197806,0.000000,0.000000,0.000000,0.006637,0.054135,0.000000,0.268742,0.007208,0.634030,1.378847,1.636115,0.000000,0.000000,0.000000,1.000000,-1.593458,-1.563174,2.062226,0.038069,0.041725,0.000000,0.553791,0.030659,0.019102,1.000000,0.000000,0.000000,0.000000,1.000000,0.785517,0.000000,0.168017,1.777423,1.242288,0.000000,0.000000,6,0,1,1,0,0,0.426732
0.740717,1.000000,4.000000,6.000000,0.561534,1.000000,1.000000,6.000000,5.000000,-0.027376,2.183119,0.921411,0.257654,1.000000,0.000000,0.000000,0.028703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644088,0.000000,0.855792,1.049792,0.000000,0.109258,1.000000,6.000000,-5.000000,-0.000133,2.165107,0.664589,0.102933,0.000000,1.077886,0.052264,0.080304,0.000000,0.078912,0.000000,0.106967,0.000000,0.133182,0.000000,0.000000,0.657557,1.756768,0.000000,0.000000,0.000000,0.000000,-1.447762,0.048294,-0.126210,0.000000,0.050287,1.000000,0.193653,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.732714,0.104344,0.554885,0.635253,0.653525,0.000000,0.000000,0.000000,0.000000,1.854709,-0.220122,-0.339983,0.037954,0.144136,0.000000,0.000000,0.143960,0.000000,0.000000,0.000000,0.000000,0.059855,0.000000,0.244632,0.000000,0.000000,1.048182,1.402482,0.000000,0.000000,0.000000,0.000000,0.728208,-0.401006,1.193095,0.097819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.222293,0.010130,0.054969,0.000000,0.000000,0.314544,0.000000,1.081439,1.672601,0.003802,0.015262,0.000000,0.000000,2.951926,-0.683047,-0.814257,0.000000,0.001738,0.000000,1.609171,0.000000,0.000000,1.000000,0.000000,0.077360,0.000000,0.000000,0.457163,0.272031,1.327811,1.695024,1.139532,0.107685,0.000000,0.000000,0.000000,0.815496,0.926337,1.765471,0.028365,0.147752,0.000000,0.000000,0.004945,0.021266,1.000000,3.321823,0.169581,0.000000,0.000000,0.186539,0.000000,0.000000,0.500000,0.517766,0.000000,0.037265,0.000000,0.000000,-0.063091,-0.229374,2.737995,0.079344,0.096350,0.000000,0.000000,0.000000,0.000000,0.000000,5.510699,0.050734,0.005017,0.000000,0.000000,0.513284,0.000000,0.994547,0.500000,0.086264,0.056971,6,0,1,1,0,0,0.420320
0.833230,1.000000,5.000000,6.000000,0.579638,1.000000,1.000000,6.000000,0.270216,1.329131,2.687501,1.000000,0.112193,0.000000,0.681233,0.014935,0.000000,0.000000,5.781177,0.019681,0.000000,0.000000,0.179290,0.339154,0.000000,2.477722,0.500000,0.000000,0.077295,1.000000,6.000000,-2.654208,0.360734,2.322184,0.597607,0.304909,0.000000,2.617208,0.079064,0.064949,0.000000,1.761253,0.000000,0.096796,0.000000,0.000000,0.135611,0.000000,0.858402,0.836708,0.000000,0.176239,0.000000,0.000000,1.096897,0.405993,-1.234166,0.000000,0.099788,0.000000,0.000000,0.009433,0.096638,1.000000,0.000000,0.051043,0.046503,1.000000,0.190761,0.000000,0.140355,0.500000,1.759589,0.035157,0.000000,0.000000,0.000000,0.853714,0.612337,1.522681,0.006556,0.000000,0.000000,5.602772,0.000000,0.000000,0.000000,0.251320,0.001708,0.015620,2.000000,0.000000,0.132229,0.000000,1.251833,0.688990,0.055957,0.000000,0.000000,0.000000,-2.515803,-0.731704,0.214369,0.033671,0.000000,1.000000,0.000000,0.000000,0.001529,0.000000,0.000000,0.002774,0.000000,0.000000,0.552886,0.283173,0.362102,1.142284,0.971223,0.000000,0.000000,0.000000,0.000000,-0.257737,0.009915,1.050038,0.000000,0.129965,0.000000,0.000000,0.014734,0.055744,1.000000,0.000000,0.000000,0.000000,1.000000,0.294242,0.000000,0.000000,1.056724,2.023632,0.000580,0.000000,0.000000,1.000000,-1.559797,-0.009710,1.519053,0.019856,0.000000,0.000000,0.000000,0.000000,0.044017,0.000000,2.297056,0.084887,0.000000,0.000000,0.000000,0.321141,0.436141,0.604125,1.504863,0.009377,0.178747,0.000000,0.000000,0.318727,0.052362,1.867528,0.007875,0.069936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022086,0.000000,0.169058,0.298924,0.000000,0.500000,1.619276,0.000000,0.000000,6,0,1,1,0,0,0.437168
0.976779,1.000000,5.000000,6.000000,0.502245,0.000000,1.000000,6.000000,2.964866,0.585448,3.036073,0.747804,0.268671,1.000000,0.546174,0.000000,0.014484,0.000000,1.538704,0.000000,0.000000,1.000000,0.859618,0.000000,0.393761,0.661821,1.835702,0.121287,0.251975,1.000000,6.000000,-2.246948,-0.873773,4.161176,0.676048,0.200667,1.000000,1.669280,0.031401,0.000000,0.000000,2.266918,0.000000,0.000000,0.000000,0.000000,0.158216,0.278884,1.433007,0.500000,0.000000,0.127305,0.000000,0.000000,-0.078817,-1.155222,1.386394,0.000000,0.065831,1.000000,0.040719,0.083442,0.079952,0.000000,0.000000,0.051785,0.000185,0.000000,0.686921,0.032671,0.568555,0.782679,1.575628,0.031151,0.137500,0.000000,0.000000,0.344790,-0.359094,-1.288893,0.067716,0.000000,0.000000,5.866258,0.113227,0.024136,0.000000,0.000000,0.000000,0.000000,1.000000,0.508674,0.000000,0.506036,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,1.255167,0.984587,1.185064,0.244980,0.091710,1.000000,0.000000,0.000000,0.005675,1.000000,2.029955,0.037909,0.066611,0.000000,0.285998,0.000000,0.000000,1.598062,0.500000,0.148962,0.000000,0.000000,0.000000,0.433795,0.066133,0.863341,0.127980,0.000000,0.000000,0.000000,0.019374,0.000000,0.000000,4.348578,0.076560,0.084735,1.000000,0.665253,0.046667,0.000000,2.005771,0.500000,0.155058,0.017444,0.000000,0.000000,0.606734,-0.094561,2.070232,0.000000,0.000000,1.000000,3.174491,0.064086,0.129055,0.000000,0.000000,0.040113,0.000000,0.000000,0.000000,0.000000,0.000000,1.589090,0.664068,0.024600,0.099017,0.000000,0.000000,-1.750779,0.530800,1.917974,0.000000,0.000000,0.000000,0.000000,0.104085,0.000000,0.000000,6.164478,0.146450,0.107824,0.000000,0.253796,0.000000,0.540612,1.268191,1.586155,0.000000,0.000000,6,0,1,1,0,0,0.445632
1.000000,1.000000,5.000000,6.000000,0.412729,1.000000,1.000000,6.000000,2.519271,0.696003,2.958506,0.841799,0.393373,0.000000,1.438757,0.000000,0.062327,1.000000,0.000000,0.076811,0.003729,1.000000,0.000000,0.469037,0.798673,0.500000,0.731861,0.121287,0.195192,1.000000,6.000000,-2.934222,0.269254,1.722226,0.777078,0.000000,0.000000,6.144805,0.006556,0.147263,0.000000,1.727063,0.030178,0.082434,0.000000,0.087319,0.379102,0.000000,1.334503,0.500000,0.001107,0.000000,0.000000,0.000000,0.108502,-0.370615,3.042544,0.039697,0.000000,0.000000,0.000000,0.054518,0.000000,1.000000,2.867657,0.145521,0.108110,1.000000,0.150964,0.032671,0.378438,0.569770,1.656575,0.000000,0.000000,0.000000,0.000000,2.198219,0.080358,-0.447736,0.069140,0.000000,0.000000,1.879500,0.000000,0.056880,0.000000,0.000000,0.117837,0.043423,1.000000,0.000000,0.086810,0.000000,1.324146,1.539267,0.000000,0.014848,0.000000,0.000000,-1.283428,0.844489,1.859012,0.000000,0.057375,1.000000,0.000000,0.049024,0.034011,0.000000,6.265995,0.012557,0.063185,0.000000,0.048268,0.220181,0.739360,1.177357,1.318496,0.000000,0.068197,0.000000,1.000000,-0.987165,-0.183925,1.970947,0.022343,0.000000,0.000000,0.000000,0.022356,0.000000,2.000000,1.545463,0.002360,0.179272,0.000000,0.000000,0.209793,0.000000,0.500000,0.500000,0.151443,0.127813,0.000000,0.000000,0.743613,1.324221,3.025887,0.019856,0.084727,0.000000,0.581933,0.065139,0.006483,0.000000,5.485215,0.062675,0.112962,0.000000,0.130577,0.000000,0.812872,0.853211,0.999161,0.133892,0.075529,0.000000,0.000000,1.723237,0.609864,0.078041,0.000000,0.020451,0.000000,4.192141,0.110836,0.013961,0.000000,0.670196,0.160942,0.075358,1.000000,0.091342,0.643260,0.256644,0.500000,1.043314,0.000000,0.000000,6,0,1,1,0,0,0.416129
0.962861,1.000000,4.000000,6.000000,0.643549,1.000000,1.000000,6.000000,2.718974,0.157950,0.388197,0.614966,0.174985,0.000000,0.500761,0.078865,0.000000,1.000000,2.729277,0.000000,0.058976,0.000000,0.000000,0.000000,0.000000,0.632641,0.500000,0.000000,0.000000,1.000000,5.000000,-0.484897,1.146106,0.255831,0.745571,0.169679,0.000000,0.000000,0.042256,0.000000,1.000000,4.777255,0.000000,0.020884,0.000000,0.000000,0.007008,0.000000,0.862803,0.970783,0.064601,0.132432,0.000000,0.000000,-0.211350,-0.201909,0.887773,0.152427,0.083656,0.000000,2.083812,0.015840,0.072446,0.000000,1.646494,0.000633,0.000000,0.000000,0.384155,0.195571,0.598738,1.643589,1.810010,0.105221,0.000000,0.000000,0.000000,1.046176,0.702600,2.941746,0.000000,0.075484,1.000000,0.000000,0.000000,0.102293,0.000000,0.000000,0.019368,0.000000,0.000000,0.000000,0.136718,0.000000,1.171130,1.351682,0.000000,0.082839,0.000000,0.000000,-0.466330,0.494858,0.823929,0.000000,0.035594,0.000000,0.000000,0.055635,0.151619,0.000000,0.000000,0.000000,0.158484,1.000000,0.000000,0.000000,0.000000,1.092963,1.040180,0.093723,0.009095,0.000000,0.000000,-0.004123,-0.029246,0.181049,0.072529,0.047075,0.000000,6.362157,0.000000,0.073016,0.000000,6.578963,0.196297,0.000000,0.000000,0.000000,0.000000,0.000000,0.562662,0.947046,0.226527,0.000000,0.000000,0.000000,1.515547,-0.308961,0.233730,0.031417,0.000000,0.000000,1.242884,0.000000,0.041945,0.000000,0.000000,0.031910,0.066962,2.000000,0.550614,0.189437,0.012056,1.323131,0.992080,0.094603,0.146381,0.000000,0.000000,0.566494,-0.012129,0.479613,0.000000,0.000000,1.000000,0.000000,0.083613,0.000000,1.000000,0.000000,0.000000,0.060738,0.000000,0.000000,0.512115,0.000000,1.964723,0.500000,0.078110,0.133464,6,0,1,1,0,0,0.433459
